id_cliente,nome,estado,cidade,regiao,segmento,porte,data_cadastro
1518,João Santos,BA,Ilhéus,Nordeste,B2B,Pequeno,2023-03-08
1519,Fernanda Ribeiro,DF,Brasília,Centro-Oeste,B2B,Pequeno,2024-08-16
1520,Beatriz Gomes,PE,Caruaru,Nordeste,B2B,Grande,2025-05-11
1521,Juliana Gomes,SP,São Paulo,Sudeste,B2C,Pequeno,2024-03-09
1522,Juliana Gomes,MT,Várzea Grande,Centro-Oeste,B2C,Médio,2024-04-01
1523,Aline Oliveira,PR,Foz do Iguaçu,Sul,B2C,Médio,2025-07-20
1524,Rafael Carvalho,PR,Maringá,Sul,B2B,Médio,2025-02-19
1525,Lucas Santos,SC,Blumenau,Sul,B2C,Pequeno,2023-08-23
1526,Thiago Silva,MT,Várzea Grande,Centro-Oeste,B2B,Médio,2024-02-05
1527,Felipe Santos,RS,Pelotas,Sul,B2B,Médio,2025-08-19
1528,Renata Pereira,BA,Feira de Santana,Nordeste,B2B,Médio,2023-09-12
1529,Bruno Gomes,PE,Petrolina,Nordeste,B2C,Médio,2024-12-19
1530,Larissa Gomes,GO,Anápolis,Centro-Oeste,B2B,Médio,2025-08-08
1531,Renata Ribeiro,SP,São Paulo,Sudeste,B2C,Médio,2025-04-25
1532,Pedro Carvalho,MS,Dourados,centro-oeste,B2C,Pequeno,2025-03-21
1533,Pedro Pereira,BA,Feira de Santana,Nordeste,B2B,Médio,2023-01-16
1534,Renata Costa,PE,Recife,Nordeste,B2B,Médio,2025-02-06
1535,Renata Silva,MG,Uberlândia,Sudeste,B2C,Grande,2024-04-03
1536,Patrícia Ribeiro,CE,Sobral,Nordeste,B2B,Pequeno,2025-11-05
1537,Carlos Almeida,MS,Corumbá,Centro-Oeste,B2C,Pequeno,2024-08-03
1538,Pedro Santos,PR,Foz do Iguaçu,Sul,B2B,Pequeno,2024-07-02
1539,Thiago Silva,MS,Corumbá,Centro-Oeste,B2C,Pequeno,2024-06-25
1540,Patrícia Pereira,GO,Aparecida de Goiânia,Centro-Oeste,B2C,Médio,2024-09-21
1541,Camila Souza,PR,Curitiba,Sul,B2C,Médio,2025-04-29
1542,Patrícia Souza,GO,Anápolis,Centro-Oeste,B2C,Grande,2024-05-09
1543,André Santos,SC,Joinville,Sul,B2B,Grande,2023-01-09
1544,Larissa Costa,RS,Pelotas,Sul,B2B,Pequeno,2025-04-29
1545,Amanda Almeida,GO,Anápolis,Centro-Oeste,B2C,Grande,2023-03-08
1546,Bruno Carvalho,PR,Curitiba,Sul,B2C,Grande,2023-02-01
1547,João Santos,SC,Blumenau,Sul,B2B,Pequeno,2023-02-23
1548,Carlos Silva,GO,Rio Verde,Centro-Oeste,B2B,Pequeno,2023-11-11
1549,Larissa Costa,MG,Uberlândia,Sudeste,B2B,Grande,2025-02-05
1550,Renata Pereira,MS,Campo Grande,Centro-Oeste,B2B,Médio,2025-11-28
1551,Amanda Ribeiro,RS,Santa Maria,Sul,B2B,Grande,2024-10-12
1552,Bruno Costa,GO,Goiânia,Centro-Oeste,B2B,Grande,2024-11-17
1553,Thiago Pereira,SC,Florianópolis,Sul,B2C,Médio,2023-12-16
1554,Larissa Pereira,DF,Brasília,Centro-Oeste,B2B,Médio,2025-05-30
1555,Beatriz Souza,ba,Vitória da Conquista,Nordeste,B2B,Pequeno,2024-05-10
1556,João Almeida,RJ,Petrópolis,Sudeste,B2C,Pequeno,2025-03-12
1557,Mateus Pereira,PE,Recife,Nordeste,B2B,Grande,2024-01-30
1558,João Oliveira,RJ,Campos dos Goytacazes,Sudeste,B2B,Médio,2025-03-16
1559,André Oliveira,DF,Brasília,Centro-Oeste,B2B,Pequeno,2023-04-16
1560,Mariana Santos,RJ,Rio de Janeiro,Sudeste,B2B,Grande,2025-05-28
1561,Fernanda Gomes,DF,Brasília,Centro-Oeste,B2B,Médio,2023-09-21
1562,João Carvalho,SP,Campinas,Sudeste,B2C,Grande,2025-03-10
1563,Felipe Almeida,DF,Brasília,Centro-Oeste,B2B,Pequeno,2023-12-22
1564,Fernanda Gomes,DF,Brasília,Centro-Oeste,B2C,Pequeno,2025-04-05
1565,Rafael Souza,ES,Vitória,Sudeste,B2C,Médio,2024-10-13
1566,Fernanda Ribeiro,DF,Brasília,Centro-Oeste,B2B,Grande,2025-11-25
1567,Felipe Costa,MG,Contagem,Sudeste,B2C,Médio,2023-11-21
1568,Patrícia Gomes,BA,Salvador,Nordeste,B2B,Pequeno,2025-06-14
1569,Mariana Carvalho,CE,Juazeiro do Norte,Nordeste,B2C,Pequeno,2024-04-18
1570,Lucas Souza,GO,Goiânia,Centro-Oeste,B2C,Grande,2023-07-23
1571,Patrícia Costa,PE,Caruaru,Nordeste,B2B,Grande,2023-09-16
1572,Rafael Ribeiro,RS,Pelotas,Sul,B2B,Grande,2025-10-29
1573,Fernanda Santos,BA,Ilhéus,Nordeste,B2B,Médio,2023-08-31
1574,Juliana Santos,PR,Londrina,Sul,B2B,Grande,2025-03-13
1575,Aline Pereira,CE,Crato,Nordeste,B2B,Grande,2024-06-16
1576,Mariana Pereira,SP,Campinas,Sudeste,B2C,Pequeno,2023-11-22
1577,Mariana Ribeiro,SP,Campinas,Sudeste,B2C,Pequeno,2024-10-22
1578,Larissa Oliveira,PA,Belém,Norte,B2C,Grande,2024-02-22
1579,Larissa Gomes,MS,Dourados,Centro-Oeste,B2C,Grande,2023-07-10
1580,Mariana Silva,DF,Brasília,Centro-Oeste,B2C,Pequeno,2023-07-11
1581,Mateus Souza,BA,Vitória da Conquista,Nordeste,B2C,Grande,2023-02-22
1582,Patrícia Silva,SC,Chapecó,Sul,B2C,Médio,2025-06-14
1583,Pedro Oliveira,ES,Cariacica,Sudeste,B2B,Médio,2023-01-24
1584,Patrícia Gomes,RJ,Petrópolis,Sudeste,B2B,Médio,2023-11-10
1585,Lucas Almeida,PR,Curitiba,Sul,B2C,Grande,2023-02-26
1586,Carlos Oliveira,SP,Ribeirão Preto,Sudeste,B2C,Pequeno,2023-06-11
1587,Thiago Oliveira,PE,Caruaru,Nordeste,B2B,Grande,2025-02-22
1588,Felipe Souza,SP,São Paulo,Sudeste,B2B,Grande,2023-02-21
1589,Camila Pereira,RS,Pelotas,Sul,B2B,Pequeno,2023-09-25
1590,Rafael Costa,GO,Aparecida de Goiânia,Centro-Oeste,B2B,Pequeno,2025-07-18
1591,Bruno Silva,SP,Ribeirão Preto,Sudeste,B2C,Pequeno,2025-01-03
1592,Fernanda Pereira,RS,Caxias do Sul,Sul,B2B,Médio,2024-01-18
1593,André Almeida,BA,Vitória da Conquista,Nordeste,B2C,Grande,2024-05-05
1594,Rafael Souza,BA,Feira de Santana,Nordeste,B2C,Pequeno,2024-03-30
1595,Lucas Santos,ES,Serra,Sudeste,B2C,Grande,2024-08-31
1596,Aline Souza,MS,Corumbá,Centro-Oeste,B2B,Médio,2024-02-01
1597,João Carvalho,PA,Marabá,Norte,B2B,Médio,2024-05-17
1598,André Ribeiro,CE,Sobral,Nordeste,B2C,Pequeno,2025-02-13
1599,Patrícia Silva,SP,São Paulo,Sudeste,B2C,Pequeno,2024-06-17
1600,Lucas Costa,PE,Recife,Nordeste,B2C,Grande,2023-04-16
1601,Pedro Almeida,SP,São Paulo,Sudeste,B2B,Pequeno,2024-07-17
1602,João Gomes,PA,Santarém,Norte,B2C,Grande,2023-06-19
1603,Rafael Santos,MT,Rondonópolis,Centro-Oeste,B2B,Pequeno,2023-10-22
1604,Fernanda Souza,PE,Petrolina,Nordeste,B2C,Grande,2023-02-17
1605,Pedro Souza,MG,Juiz de Fora,Sudeste,B2C,Grande,2023-07-31
1606,Mariana Costa,DF,Brasília,Centro-Oeste,B2C,Grande,2023-08-16
1607,Thiago Oliveira,CE,Fortaleza,Nordeste,B2B,Grande,2025-07-29
1608,Fernanda Oliveira,MG,Uberlândia,Sudeste,B2B,Médio,2023-09-09
1609,João Souza,MT,Sinop,Centro-Oeste,B2C,Grande,2023-08-08
1610,Beatriz Carvalho,MT,Sinop,Centro-Oeste,B2B,Pequeno,2023-10-18
1611,Lucas Carvalho,PA,Belém,Norte,B2C,Médio,2024-08-01
1612,Bruno Gomes,SP,Ribeirão Preto,Sudeste,B2B,Médio,2024-06-20
1613,Camila Santos,PA,Marabá,Norte,B2B,Grande,2024-01-05
1614,João Almeida,PA,Marabá,Norte,B2B,Médio,2023-07-10
1615,Amanda Gomes,MT,Cuiabá,Centro-Oeste,B2C,Grande,2023-06-08
1616,Carlos Souza,CE,Juazeiro do Norte,Nordeste,B2B,Pequeno,2025-10-09
1617,Pedro Oliveira,MG,Juiz de Fora,Sudeste,B2B,Grande,2025-01-10
1618,Pedro Carvalho,RJ,Niterói,Sudeste,B2C,Médio,2024-03-01
1619,Fernanda Costa,SP,Campinas,Sudeste,B2C,Pequeno,2025-03-11
1620,Juliana Costa,MT,Sinop,Centro-Oeste,B2C,Grande,2023-07-26
1621,João Santos,MG,Juiz de Fora,Sudeste,B2C,Pequeno,2025-10-02
1622,Felipe Souza,MS,Corumbá,Centro-Oeste,B2B,Pequeno,2023-02-14
1623,André Ribeiro,RJ,Rio de Janeiro,Sudeste,B2B,Médio,2025-04-27
1624,Amanda Carvalho,RJ,Petrópolis,Sudeste,B2B,Pequeno,2023-05-31
1625,Amanda Pereira,BA,Salvador,Nordeste,B2B,Médio,2025-09-23
1626,Lucas Pereira,ES,Cariacica,Sudeste,B2B,Pequeno,2023-06-06
1627,Carlos Ribeiro,SP,Ribeirão Preto,Sudeste,B2C,Grande,2024-03-06
1628,Amanda Ribeiro,RJ,Campos dos Goytacazes,Sudeste,B2B,Pequeno,2025-05-09
1629,Carlos Almeida,MT,Rondonópolis,Centro-Oeste,B2B,Grande,2025-02-07
1630,Thiago Silva,BA,Ilhéus,Nordeste,B2B,Grande,2024-10-04
1631,André Gomes,MG,Belo Horizonte,Sudeste,B2C,Pequeno,2025-07-12
1632,Fernanda Souza,MS,Dourados,Centro-Oeste,B2C,Grande,2023-11-26
1633,André Gomes,RS,Pelotas,Sul,B2B,Pequeno,2024-01-04
1634,Amanda Souza,SP,São Paulo,Sudeste,B2C,Pequeno,2024-09-03
1635,Beatriz Silva,CE,Sobral,Nordeste,B2C,Grande,2023-01-21
1636,Camila Costa,PA,Ananindeua,Norte,B2C,Grande,2024-01-01
1637,João Almeida,PE,Caruaru,Nordeste,B2C,Médio,2023-03-06
1638,Larissa Almeida,PE,Petrolina,Nordeste,B2C,Grande,2023-08-29
1639,Camila Ribeiro,MG,Belo Horizonte,Sudeste,B2C,Médio,2024-12-03
1640,Bruno Gomes,SC,Florianópolis,Sul,B2C,Grande,2024-12-11
1641,Rafael Silva,SC,Joinville,Sul,B2B,Pequeno,2025-09-18
1642,Larissa Souza,MG,Contagem,Sudeste,B2B,Grande,2023-01-11
1643,Lucas Pereira,MT,Várzea Grande,Centro-Oeste,B2C,Pequeno,2023-11-21
1644,Carlos Silva,rj,Rio de Janeiro,Sudeste,B2B,Pequeno,2025-12-04
1645,Mateus Almeida,ES,Cariacica,Sudeste,B2B,Pequeno,2024-06-05
1646,Beatriz Pereira,SP,Campinas,Sudeste,B2C,Médio,2023-09-07
1647,Beatriz Almeida,PE,Caruaru,Nordeste,B2B,Grande,2024-01-30
1648,Juliana Almeida,PE,Caruaru,Nordeste,B2C,Pequeno,2023-03-02
1649,Rafael Ribeiro,ES,Vitória,Sudeste,B2C,Pequeno,2023-02-17
1650,Renata Carvalho,RJ,Rio de Janeiro,Sudeste,B2C,Médio,2025-11-26
1651,João Pereira,PE,Olinda,Nordeste,B2B,Grande,2025-11-14
1652,Rafael Pereira,PA,Santarém,Norte,B2B,Grande,2023-11-09
1653,Rafael Ribeiro,CE,Juazeiro do Norte,Nordeste,B2B,Médio,2024-03-18
1654,Carlos Oliveira,SP,Ribeirão Preto,Sudeste,B2B,Médio,2025-01-17
1655,Renata Costa,GO,Rio Verde,Centro-Oeste,B2C,Grande,2023-08-24
1656,Fernanda Carvalho,PE,Petrolina,Nordeste,B2C,Médio,2024-03-20
1657,Rafael Pereira,MG,Contagem,Sudeste,B2B,Grande,2023-03-02
1658,Juliana Santos,CE,Juazeiro do Norte,Nordeste,B2C,Grande,2024-11-01
1659,Mateus Santos,PE,Caruaru,Nordeste,B2C,Pequeno,2023-10-11
1660,Rafael Almeida,DF,Brasília,Centro-Oeste,B2B,Pequeno,2024-03-26
1661,Pedro Gomes,MS,Três Lagoas,Centro-Oeste,B2C,Grande,2023-06-20
1662,Amanda Carvalho,PA,Marabá,Norte,B2B,Grande,2023-09-17
1663,Mateus Pereira,CE,Juazeiro do Norte,Nordeste,B2C,Grande,2024-07-02
1664,Bruno Souza,BA,Salvador,Nordeste,B2B,Grande,2024-07-14
1665,Lucas Oliveira,GO,Aparecida de Goiânia,Centro-Oeste,B2C,Grande,2025-09-13
1666,Lucas Oliveira,MS,Três Lagoas,Centro-Oeste,B2C,Grande,2024-02-13
1667,Aline Costa,PR,Londrina,Sul,B2B,Médio,2023-07-08
1668,Beatriz Ribeiro,MG, contagem ,Sudeste,B2B,Grande,2024-12-14
1669,Felipe Oliveira,MG,Contagem,Sudeste,B2B,Médio,2024-08-25
1670,Camila Oliveira,SP,Campinas,Sudeste,B2B,Médio,2025-08-14
1671,Felipe Souza,ES,Vitória,Sudeste,B2C,Grande,2025-10-12
1672,Lucas Costa,MS,Campo Grande,Centro-Oeste,B2C,Grande,2025-06-12
1673,Juliana Pereira,CE,Juazeiro do Norte,Nordeste,B2B,Médio,2025-11-15
1674,Beatriz Souza,RJ,Rio de Janeiro,Sudeste,B2C,Médio,2025-03-30
1675,Felipe Carvalho,MG,Contagem,Sudeste,B2B,Grande,2024-01-31
1676,Rafael Gomes,CE,Juazeiro do Norte,Nordeste,B2B,Grande,2024-05-27
1677,Patrícia Ribeiro,MT,Rondonópolis,Centro-Oeste,B2C,Médio,2023-12-21
1678,Camila Silva,CE,Juazeiro do Norte,Nordeste,B2C,Médio,2024-02-10
1679,Aline Carvalho,MT,Cuiabá,Centro-Oeste,B2B,Médio,2024-07-29
1680,Bruno Costa,DF,Brasília,Centro-Oeste,B2B,Pequeno,2025-03-15
1681,Bruno Pereira,RS,Santa Maria,Sul,B2B,Médio,2023-07-30
1682,Pedro Carvalho,RS,Pelotas,Sul,B2C,Pequeno,2024-09-30
1683,Pedro Santos,PR,Londrina,Sul,B2C,Grande,2023-12-06
1684,Beatriz Silva,BA,Salvador,Nordeste,B2C,Grande,2024-02-26
1685,Mateus Silva,PR,Maringá,Sul,B2C,Médio,2025-09-26
1686,André Silva,MT,Várzea Grande,Centro-Oeste,B2B,Grande,2025-06-06
1687,Aline Costa,MS,Campo Grande,Centro-Oeste,B2B,Grande,2025-07-02
1688,Fernanda Oliveira,PE,Recife,Nordeste,B2B,Grande,2025-05-17
1689,Bruno Silva,RJ,Campos dos Goytacazes,Sudeste,B2B,Grande,2024-07-10
1690,Renata Almeida,PE,Petrolina,Nordeste,B2B,Pequeno,2024-10-14
1691,André Costa,SC,Chapecó,Sul,B2B,Pequeno,2023-08-09
1692,André Almeida,PE,Recife,Nordeste,B2C,Médio,2025-02-23
1693,Mariana Pereira,SP,Campinas,Sudeste,B2C,Médio,2025-05-29
1694,Rafael Carvalho,PE,Olinda,Nordeste,B2B,Médio,2024-02-14
1695,Camila Souza,PR,Londrina,Sul,B2B,Grande,2024-12-23
1696,Beatriz Silva,MG,Juiz de Fora,Sudeste,B2C,Grande,2025-02-04
1697,Bruno Santos,PA,Marabá,Norte,B2C,Pequeno,2023-05-12
1698,Beatriz Silva,MG,Contagem,Sudeste,B2C,Pequeno,2025-07-09
1699,Fernanda Souza,RS,Santa Maria,Sul,B2C,Médio,2023-12-09
1700,Patrícia Pereira,PA,Santarém,Norte,B2B,Pequeno,2023-03-11
1701,Thiago Costa,ES,Cariacica,Sudeste,B2B,Pequeno,2025-11-13
1702,Rafael Ribeiro,RJ,Niterói,Sudeste,B2B,Pequeno,2024-06-02
1703,Patrícia Silva,RJ,Niterói,Sudeste,B2B,Pequeno,2025-04-19
1704,Camila Santos,SP,Santos,Sudeste,B2B,Pequeno,2024-08-24
1705,Thiago Carvalho,MS,Dourados,Centro-Oeste,B2C,Médio,2025-12-22
1706,Thiago Carvalho,PR,Foz do Iguaçu,Sul,B2B,Médio,2024-12-22
1707,André Gomes,RS,Caxias do Sul,Sul,B2C,Pequeno,2025-03-26
1708,Camila Carvalho,DF,Brasília,Centro-Oeste,B2B,Médio,2023-03-03
1709,Aline Santos,SC,Joinville,Sul,B2B,Grande,2023-08-23
1710,Renata Santos,MS,Campo Grande,Centro-Oeste,B2B,Pequeno,2024-01-04
1711,João Silva,RJ,Petrópolis,Sudeste,B2B,Grande,2024-10-22
1712,Juliana Silva,MG,Juiz de Fora,Sudeste,B2B,Médio,2025-05-29
1713,André Ribeiro,PE,Olinda,Nordeste,B2C,Médio,2024-01-16
1714,Camila Silva,PE,Petrolina,Nordeste,B2C,Grande,2025-01-02
1715,Mariana Silva,ES,Vila Velha,Sudeste,B2C,Médio,2024-05-17
1716,Fernanda Pereira,RS,Pelotas,Sul,B2B,Pequeno,2023-05-29
1717,Pedro Santos,PR,Foz do Iguaçu,Sul,B2B,Grande,2024-03-16
1718,Beatriz Santos,PR,Curitiba,Sul,B2C,Pequeno,2025-01-31
1719,  JULIANA GOMES ,BA,Salvador,Nordeste,B2B,Grande,2025-01-31
1720,Mateus Oliveira,MT,Sinop,Centro-Oeste,B2B,Médio,2023-10-25
1721,Felipe Souza,GO,Anápolis,Centro-Oeste,B2C,Grande,2024-10-05
1722,Mateus Santos,RJ,Petrópolis,Sudeste,B2B,Grande,2023-09-08
1723,Beatriz Almeida,PR,Foz do Iguaçu,Sul,B2C,Pequeno,2023-01-20
1724,Camila Gomes,ES,Vila Velha,Sudeste,B2B,Médio,2024-10-14
1725,Rafael Carvalho,MG,Contagem,Sudeste,B2C,Pequeno,2023-01-23
1726,Pedro Ribeiro,RS,Santa Maria,Sul,B2B,Médio,2024-11-04
1727,João Almeida,SC,Blumenau,Sul,B2B,Pequeno,2024-03-13
1728,Rafael Carvalho,BA,Salvador,Nordeste,B2C,Grande,2025-08-11
1729,  larissa silva ,ES,Vitória,Sudeste,B2B,Pequeno,2024-10-20
1730,Juliana Oliveira,CE,Fortaleza,Nordeste,B2B,Médio,2024-04-21
1731,André Pereira,SP,São Paulo,Sudeste,B2C,Médio,2023-05-16
1732,Felipe Costa,SC,Blumenau,Sul,B2B,Grande,2025-02-28
1733,Fernanda Costa,MT,Várzea Grande,Centro-Oeste,B2C,Médio,2024-08-03
1734,Mariana Gomes,CE,Crato,Nordeste,B2B,Pequeno,2024-03-10
1735,Felipe Santos,DF,Brasília,Centro-Oeste,B2B,Grande,2025-12-15
1736,Rafael Santos,MT,Cuiabá,Centro-Oeste,B2B,Médio,2024-03-21
1737,João Carvalho,PE,Recife,Nordeste,B2B,Médio,2023-07-30
1738,Pedro Oliveira,SP,Santos,Sudeste,B2C,Pequeno,2024-07-23
1739,Pedro Oliveira,RJ,Campos dos Goytacazes,Sudeste,B2B,Pequeno,2023-06-03
1740,Patrícia Gomes,MG,Juiz de Fora,Sudeste,B2C,Grande,2025-05-13
1741,Mariana Almeida,SP,Ribeirão Preto,Sudeste,B2B,Médio,2025-06-10
1742,Pedro Ribeiro,MT,Rondonópolis,Centro-Oeste,B2B,Pequeno,2024-10-12
1743,Camila Santos,GO,Anápolis,Centro-Oeste,B2B,Grande,2024-10-17
1744,Patrícia Pereira,CE,Fortaleza,Nordeste,B2B,Médio,2024-02-10
1745,Patrícia Pereira,RJ,Niterói,Sudeste,B2C,Médio,2024-02-08
1746,Pedro Souza,PA,Marabá,Norte,B2C,Grande,2023-04-12
1747,Bruno Pereira,GO,Anápolis,Centro-Oeste,B2C,Grande,2025-10-08
1748,Amanda Silva,PE,Petrolina,Nordeste,B2C,Pequeno,2025-10-18
1749,Carlos Costa,GO,Rio Verde,Centro-Oeste,B2B,Médio,2023-04-06
1750,João Souza,BA,Ilhéus,Nordeste,B2C,Médio,2024-07-16
1751,André Costa,BA,Feira de Santana,Nordeste,B2C,Médio,2025-05-12
1752,Fernanda Ribeiro,DF,Brasília,Centro-Oeste,B2B,Grande,2023-09-02
1753,Mateus Pereira,MT,Rondonópolis,Centro-Oeste,B2B,Pequeno,2023-09-12
1754,Felipe Oliveira,RS,Santa Maria,Sul,B2B,Médio,2025-07-16
1755,Lucas Almeida,SC,Joinville,Sul,B2B,Grande,2023-12-17
1756,Patrícia Ribeiro,SC,Blumenau,Sul,B2C,Médio,2024-10-31
1757,Renata Santos,PA,Belém,Norte,B2C,Pequeno,2025-02-23
1758,Pedro Gomes,PA,Marabá,Norte,B2B,Médio,2024-04-29
1759,Pedro Oliveira,RJ,Rio de Janeiro,Sudeste,B2B,Pequeno,2023-02-13
1760,Pedro Silva,PE,Olinda,Nordeste,B2B,Pequeno,2024-08-06
1761,Mateus Santos,PR,Foz do Iguaçu,Sul,B2C,Médio,2023-02-06
1762,João Santos,DF,Brasília,Centro-Oeste,B2C,Médio,2023-01-10
1763,Fernanda Costa,BA,Vitória da Conquista,Nordeste,B2B,Pequeno,2025-08-03
1764,Rafael Carvalho,RJ,Campos dos Goytacazes,Sudeste,B2B,Grande,2024-08-05
1765,Larissa Pereira,PR,Maringá,Sul,B2C,Pequeno,2023-09-26
1766,Rafael Silva,SC,Blumenau,Sul,B2B,Médio,2025-04-04
1767,Rafael Santos,RS,Pelotas,Sul,B2B,Médio,2023-03-17
1768,Patrícia Oliveira,GO,Rio Verde,Centro-Oeste,B2C,Grande,2025-12-28
1769,Rafael Costa,BA,Ilhéus,Nordeste,B2B,Pequeno,2025-12-16
1770,Pedro Silva,RJ,Niterói,Sudeste,B2C,Pequeno,2023-03-22
1771,Patrícia Silva,SP,Santos,Sudeste,B2B,Pequeno,2024-11-21
1772,Bruno Carvalho,PR,Foz do Iguaçu,Sul,B2B,Médio,2023-02-03
1773,Juliana Almeida,GO,Anápolis,Centro-Oeste,B2C,Pequeno,2023-05-23
1774,Aline Silva,BA,Ilhéus,Nordeste,B2C,Grande,2025-08-20
1775,Fernanda Almeida,SC,Florianópolis,Sul,B2B,Médio,2023-07-14
1776,Bruno Costa,ES,Vila Velha,Sudeste,B2C,Médio,2025-04-30
1777,Carlos Oliveira,PE,Olinda,Nordeste,B2B,Pequeno,2024-09-08
1778,Felipe Pereira,PR,Curitiba,Sul,B2B,Grande,2024-07-16
1779,Patrícia Oliveira,SC,Joinville,Sul,B2C,Médio,2024-10-11
1780,Mateus Carvalho,BA,Feira de Santana,Nordeste,B2B,Médio,2024-12-09
1781,Amanda Carvalho,PR,Curitiba,Sul,B2B,Pequeno,2025-03-30
1782,André Pereira,DF,Brasília,Centro-Oeste,B2C,Pequeno,2023-06-13
1783,Aline Almeida,GO,Rio Verde,Centro-Oeste,B2C,Grande,2024-10-03
1784,Renata Gomes,MS,Dourados,Centro-Oeste,B2B,Pequeno,2025-10-08
1785,Mateus Souza,BA,Ilhéus,Nordeste,B2C,Grande,2023-04-07
1786,Felipe Almeida,DF,Brasília,Centro-Oeste,B2C,Médio,2025-03-16
1787,João Almeida,CE,Fortaleza,Nordeste,B2C,Grande,2024-09-03
1788,Carlos Ribeiro,RJ,Campos dos Goytacazes,Sudeste,B2C,Grande,2025-07-19
1789,André Ribeiro,ES,Vitória,Sudeste,B2B,Grande,2025-10-07
1790,Lucas Almeida,PA,Ananindeua,Norte,B2B,Médio,2023-09-06
1791,Camila Gomes,GO,Rio Verde,Centro-Oeste,B2B,Pequeno,2025-02-04
1792,Renata Gomes,PR,Foz do Iguaçu,Sul,B2C,Médio,2023-07-30
1793,Camila Carvalho,PE,Petrolina,Nordeste,B2C,Pequeno,2023-03-01
1794,Beatriz Costa,SC,Chapecó,Sul,B2C,Grande,2024-04-03
1795,Fernanda Pereira,PA,Belém,Norte,B2C,Grande,2023-04-08
1796,Bruno Silva,SP,Campinas,Sudeste,B2C,Grande,2023-01-22
1797,Mariana Carvalho,SC,Florianópolis,Sul,B2C,Grande,2023-10-12
1798,André Silva,PR,Maringá,Sul,B2C,Grande,2023-08-04
1799,Felipe Silva,ES,Vitória,Sudeste,B2B,Pequeno,2024-10-23
1800,Aline Ribeiro,MT,Várzea Grande,Centro-Oeste,B2B,Pequeno,2025-06-11
1801,Camila Carvalho,SC,Blumenau,Sul,B2C,Grande,2024-04-08
1802,André Oliveira,MT,Várzea Grande,Centro-Oeste,B2C,Médio,2023-12-15
1803,Pedro Santos,RJ,Niterói,Sudeste,B2C,Médio,2023-06-30
1804,André Pereira,ES,Serra,Sudeste,B2B,Grande,2024-01-27
1805,Renata Silva,BA,Feira de Santana,Nordeste,B2B,Pequeno,2025-01-25
1806,André Carvalho,DF,Brasília,Centro-Oeste,B2C,Médio,2023-01-11
1807,Fernanda Costa,SP,Campinas,Sudeste,B2C,Médio,2023-04-18
1808,Bruno Oliveira,MG,Contagem,Sudeste,B2B,Médio,2024-06-15
1809,André Carvalho,PR,Curitiba,Sul,B2B,Grande,2023-03-30
1810,Mariana Costa,RS,Caxias do Sul,Sul,B2B,Médio,2023-08-15
1811,Larissa Silva,MG,Contagem,Sudeste,B2B,Médio,2023-04-09
1812,Camila Carvalho,SC,Florianópolis,Sul,B2C,Médio,2024-09-15
1813,Larissa Oliveira,PA,Marabá,Norte,B2B,Médio,2023-06-03
1814,Larissa Santos,PR,Curitiba,Sul,B2B,Pequeno,2024-06-24
1815,Aline Ribeiro,DF,Brasília,Centro-Oeste,B2C,Grande,2024-11-05
1816,Thiago Oliveira,CE,Fortaleza,Nordeste,B2B,Grande,2025-02-16
1817,Aline Silva,DF,Brasília,Centro-Oeste,B2B,Pequeno,2024-07-06
1818,Rafael Silva,RS,Pelotas,Sul,B2B,Pequeno,2023-12-15
1819,André Carvalho,SP,São Paulo,Sudeste,B2C,Grande,2023-10-10
1820,André Silva,DF,Brasília,Centro-Oeste,B2B,Médio,2025-08-01
1821,Beatriz Gomes,PE,Olinda,Nordeste,B2C,Médio,2023-09-03
1822,Lucas Costa,CE,Fortaleza,Nordeste,B2C,Grande,2023-09-16
1823,Amanda Santos,MG,Belo Horizonte,Sudeste,B2B,Médio,2024-10-15
1824,João Costa,BA,Ilhéus,Nordeste,B2B,Pequeno,2023-10-31
1825,Bruno Costa,RJ,Campos dos Goytacazes,Sudeste,B2B,Médio,2025-04-26
1826,Mateus Silva,PE,Petrolina,Nordeste,B2B,Médio,2025-07-04
1827,João Carvalho,MS,Três Lagoas,Centro-Oeste,B2C,Médio,2023-09-08
1828,João Souza,CE,Fortaleza,Nordeste,B2B,Grande,2025-12-04
1829,Beatriz Costa,BA,Vitória da Conquista,Nordeste,B2B,Pequeno,2025-12-16
1830,Rafael Costa,BA,Salvador,Nordeste,B2B,Médio,2024-05-07
1831,Fernanda Carvalho,PR,Foz do Iguaçu,Sul,B2C,Grande,2025-09-05
1832,Pedro Costa,CE,Sobral,Nordeste,B2B,Médio,2025-09-30
1833,Thiago Costa,SP,Campinas,Sudeste,B2B,Pequeno,2024-07-28
1834,João Oliveira,SC,Joinville,Sul,B2C,Médio,2024-10-21
1835,Juliana Gomes,RS,Porto Alegre,Sul,B2C,Pequeno,2025-09-15
1836,Mariana Oliveira,MS,Três Lagoas,Centro-Oeste,B2B,Médio,2024-04-07
1837,Renata Carvalho,RS,Pelotas,Sul,B2B,Pequeno,2023-07-08
1838,Camila Santos,MG,Belo Horizonte,Sudeste,B2B,Médio,2024-06-24
1839,Larissa Oliveira,MG,Belo Horizonte,Sudeste,B2B,Pequeno,2024-08-29
1840,  FERNANDA PEREIRA ,RS,Santa Maria,Sul,B2B,Médio,2023-06-19
